expver,time,tp
1,2020-08-27 17:00:00,0.002620276
1,2020-08-27 18:00:00,0.0023277253
1,2020-08-27 19:00:00,0.0012862459
1,2020-08-27 22:00:00,0.00044467673
1,2020-08-28 11:00:00,0.0010249
1,2020-08-28 12:00:00,0.000490509
1,2020-08-30 06:00:00,0.00030717626
1,2020-08-30 07:00:00,0.0001979582
1,2020-08-31 10:00:00,0.00027206913
1,2020-08-31 11:00:00,0.0006572604
1,2020-08-31 13:00:00,0.0003422834
1,2020-09-02 11:00:00,0.0010843854
1,2020-09-02 16:00:00,0.00087765045
1,2020-09-03 07:00:00,0.0003481321
1,2020-09-03 10:00:00,0.00031107664
1,2020-09-03 11:00:00,0.00040371716
1,2020-09-03 13:00:00,0.0004924573
1,2020-09-03 19:00:00,0.0006133802
1,2020-09-03 21:00:00,0.0009829681
1,2020-09-03 22:00:00,0.00086984783
1,2020-09-04 12:00:00,0.0007967111
1,2020-09-04 13:00:00,0.0010600071
1,2020-09-04 14:00:00,0.0016958155
1,2020-09-04 15:00:00,0.0005890019
1,2020-09-05 08:00:00,0.00035008416
1,2020-09-05 09:00:00,0.0005168393
1,2020-09-05 10:00:00,0.0005490184
1,2020-09-05 11:00:00,0.0008015875
1,2020-09-05 12:00:00,0.00062995777
1,2020-09-05 13:00:00,0.0008249916
1,2020-09-05 14:00:00,0.0017396994
1,2020-09-07 08:00:00,0.00031205267
1,2020-09-07 10:00:00,0.00034910813
1,2020-09-07 11:00:00,0.00059095025
1,2020-09-07 12:00:00,0.00043784827
1,2020-09-08 04:00:00,0.00022331253
5,2020-11-03 14:00:00,0.00018235296
5,2020-11-03 16:00:00,0.0003666617
5,2020-11-16 04:00:00,0.00014919788
5,2020-11-25 18:00:00,0.00024281442
